Name,Type,Breed,Breed_Corrected,Color,Color_Corrected,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count,Zip Codes
*CHARLOTTE,DOG,SCHNAUZER MIN/MIX,SCHNAUZER MIN,GRAY,GRAY,Spayed,SMALL,6/29/2020,K23-045193,DA08,A418682,6/29/2023,8/19/2023,51,STRAY,FLD_STRAY,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1,26076
,OTHER,DUCK,DUCK,BROWN/WHITE,BROWN,Unknown,SMALL,,K23-045575,LS01,A419405,7/31/2023,8/19/2023,19,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1,26075
*MURRAY,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,KITTN,4/15/2023,K23-045399,LOBBY,A419040,7/14/2023,8/19/2023,36,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*JANE,CAT,DOMESTIC SH,DOMESTIC SH,CALICO,CALICO,Spayed,KITTN,8/5/2023,K23-046516,CA03,A421322,10/18/2023,11/28/2023,41,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*RUBY,CAT,DOMESTIC SH,DOMESTIC SH,CALICO,CALICO,Spayed,KITTN,8/5/2023,K23-046514,CA03,A421320,10/18/2023,11/28/2023,41,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*LACY,CAT,DOMESTIC MH,DOMESTIC MH,GRAY/WHITE,GRAY,Spayed,SMALL,4/5/2023,K23-045924,CA02,A420158,9/5/2023,10/7/2023,32,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*BINDI,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Spayed,SMALL,3/8/2023,K23-045979,CS05,A420252,9/8/2023,10/7/2023,29,STRAY,OVER THE COUNTER,ADOPTION,FINDER,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1,26075
*ANNE,DOG,BELG MALINOIS/MIX,BELG MALINOIS,BLACK/TAN,BLACK,Spayed,PUPPY,6/2/2023,K23-045849,DA19,A420028,8/29/2023,10/7/2023,39,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.44511, -122.708)",1,26077
,CAT,DOMESTIC SH,DOMESTIC SH,WHITE/BLACK,WHITE,Spayed,KITTN,6/17/2023,K23-045901,FOSTER,A420129,9/2/2023,9/14/2023,12,STRAY,OVER THE COUNTER,ADOPTION,VOLUNTEER,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95404,"95404(38.44511, -122.708)",1,26077
*TINA,DOG,SIBERIAN HUSKY,SIBERIAN HUSKY,BLACK/WHITE,BLACK,Spayed,LARGE,4/1/2020,K23-044263,DA04,A416472,4/1/2023,10/7/2023,189,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*HEALDSBURG,95448,"95448(38.613965, -122.869825)",1,31016
*REBA,CAT,DOMESTIC SH,DOMESTIC SH,TORTIE/WHITE,TORTIE,Spayed,SMALL,9/10/2021,K23-046010,CA02,A420297,9/10/2023,10/7/2023,27,CONFISCATE,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)",1,31039
,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Neutered,KITTN,5/30/2023,K23-045902,FOSTER,A420131,9/2/2023,9/14/2023,12,STRAY,OVER THE COUNTER,ADOPTION,VOLUNTEER,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95404,"95404(38.44511, -122.708)",1,26077
*LILLY,DOG,BORDER COLLIE/MIX,BORDER COLLIE,BLACK/WHITE,BLACK,Spayed,MED,10/6/2022,K23-046150,DA03,A420510,9/19/2023,10/7/2023,18,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,94558,"94558(38.3309306, -122.3247586)",1,880
BUCK,DOG,GREAT PYRENEES/MIX,GREAT PYRENEES,WHITE,WHITE,Neutered,X-LRG,5/17/2019,K22-041167,DA14,A411160,4/22/2022,5/31/2022,39,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*GALA,CAT,DOMESTIC MH,DOMESTIC MH,WHITE/BLACK,WHITE,Spayed,KITTN,4/16/2023,K23-045066,LOBBY,A418375,6/16/2023,8/22/2023,67,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95439,"95439(38.4901851, -122.7701347)",1,23749
*LOLLY,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Spayed,SMALL,6/29/2021,K23-045726,CA02,A418722,8/16/2023,8/22/2023,6,ADOPTION RETURN,FIELD,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95446,"95446(38.503755, -122.993485)",1,23755
*MET,CAT,DOMESTIC MH,DOMESTIC MH,WHITE/BLACK,WHITE,Neutered,KITTN,4/16/2023,K23-045067,LOBBY,A418376,6/16/2023,8/22/2023,67,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95439,"95439(38.4901851, -122.7701347)",1,23749
*SULTAN,CAT,DOMESTIC MH,DOMESTIC MH,BLACK,BLACK,Neutered,SMALL,6/22/2020,K23-045703,CA02,A418390,8/12/2023,8/23/2023,11,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95441,"95441(38.70854, -122.90737)",1,23750
*LUTE,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,KITTN,4/14/2023,K23-045566,CA02,A419388,7/29/2023,8/23/2023,25,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95973,"95973(39.76795, -121.82613)",1,927
*MOCHI,CAT,SIAMESE,SIAMESE,SEAL PT,SEAL PT,Neutered,SMALL,8/12/2021,K23-045704,CS05,A419617,8/12/2023,8/23/2023,11,STRAY,OVER THE COUNTER,ADOPTION,FINDER,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,94922,"94922(38.3468283, -122.9728609)",1,1825
*MARTIN,CAT,DOMESTIC SH,DOMESTIC SH,WHITE/BRN TABBY,WHITE,Neutered,KITTN,5/29/2023,K23-045563,LOBBY,A419385,7/29/2023,8/23/2023,25,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1,26076
ROOSTER,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Neutered,KITTN,6/19/2023,K23-045390,CA03,A419015,7/13/2023,8/23/2023,41,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1,26076
*TAYLOR,DOG,BELG MALINOIS/MIX,BELG MALINOIS,BLACK/TAN,BLACK,Spayed,PUPPY,6/3/2023,K23-045851,DA03,A420030,8/29/2023,10/10/2023,42,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954(38.263265, -122.641035)",1,11139
*TRAVIS,DOG,BELG MALINOIS/MIX,BELG MALINOIS,BLACK/TAN,BLACK,Neutered,PUPPY,6/3/2023,K23-045850,DA04,A420029,8/29/2023,10/10/2023,42,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1,26075
*BENNY,DOG,PATTERDALE TERR/MIX,PATTERDALE TERR,BLACK,BLACK,Neutered,SMALL,4/4/2023,K23-045947,DA32,A420194,9/6/2023,10/10/2023,34,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95436,"95436(38.47872, -122.890155)",1,23747
MINNIE,DOG,PIT BULL/MIX,PIT BULL,TAN/WHITE,TAN,Spayed,MED,7/13/2022,K23-044938,DA36,A418051,6/5/2023,8/24/2023,80,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
KIKI,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Spayed,KITTN,7/14/2022,K22-042942,LOBBY,A413866,10/25/2022,12/27/2022,63,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95425,"95425(38.79895, -123.01762)",1,23501
*JUNE BUG,DOG,PARSON RUSS TER/MIX,PARSON RUSS TER,WHITE/BR BRINDLE,WHITE,Spayed,SMALL,2/8/2022,K23-045480,DA19,A419202,7/21/2023,8/24/2023,34,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,*SEBASTOPOL,95472,"95472(38.4007555, -122.8277055)",1,31039
*MINT CHIP,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Neutered,KITTN,8/24/2023,K23-046186,LOBBY,A420583,9/22/2023,12/1/2023,70,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
*MANDY,CAT,DOMESTIC SH,DOMESTIC SH,CALICO/BRN TABBY,CALICO,Spayed,SMALL,8/5/2023,K23-046459,LOBBY,A421230,10/14/2023,12/1/2023,48,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*CHAZ,CAT,DOMESTIC MH,DOMESTIC MH,BLACK/WHITE,BLACK,Neutered,SMALL,8/31/2019,K23-045863,CA02,A420076,8/31/2023,10/11/2023,41,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95467,"95467(38.7929242, -122.5490357)",1,31034
*CROISSANT,DOG,WELSH CORGI CAR/MIX,WELSH CORGI CAR,WHITE/BROWN,WHITE,Neutered,MED,9/19/2020,K23-045639,DA33,A419496,8/5/2023,10/11/2023,67,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446,"95446(38.503755, -122.9935)",1,23755
*TAMMY,CAT,DOMESTIC SH,DOMESTIC SH,ORG TABBY,ORG TABBY,Spayed,SMALL,9/7/2021,K23-045966,CA02,A420226,9/7/2023,10/11/2023,34,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
*ARWEN,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Spayed,KITTN,8/5/2023,K23-045930,LOBBY,A420161,9/5/2023,12/2/2023,88,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*SEBASTOPOL,95472,"95472(38.4007555, -122.8277055)",1,31039
*EOWYN,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Spayed,KITTN,8/5/2023,K23-045932,CI01,A420163,9/5/2023,12/2/2023,88,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,TREATABLE/REHAB,SANTA ROSA,*SEBASTOPOL,95472,"95472(38.4007555, -122.8277055)",1,31039
*BRITTNEY,CAT,DOMESTIC MH,DOMESTIC MH,ORG TABBY/WHITE,ORG TABBY,Spayed,SMALL,3/7/2020,K20-036998,WESTFARM,A400844,10/7/2020,11/4/2020,28,STRAY,FIELD,ADOPTION,WESTFARM,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1,26075
*CORAL,DOG,CHIHUAHUA SH,CHIHUAHUA SH,TAN/WHITE,TAN,Spayed,SMALL,10/10/2020,K23-045865,DS52,A420078,8/31/2023,10/11/2023,41,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)",1,26079
*SUGAR CONE,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Spayed,SMALL,9/22/2021,K23-046178,CA02,A420575,9/22/2023,12/2/2023,71,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
SEBASTIAN,DOG,GREAT PYRENEES,GREAT PYRENEES,WHITE,WHITE,Neutered,LARGE,11/20/2022,K23-046429,DS91,A421121,10/11/2023,11/22/2023,42,CONFISCATE,FLD_ABAND,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",0,31428
STEVIE RAY,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Spayed,KITTN,7/20/2023,K23-046145,LOBBY,A420502,10/17/2023,12/2/2023,46,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.3499842, -122.6928413)",1,1829
*DOC,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Neutered,KITTN,7/18/2023,K23-046515,LOBBY,A421321,10/18/2023,12/2/2023,45,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.3499842, -122.6928413)",1,1829
*LUCIN,DOG,BOXER/MIX,BOXER,TAN/WHITE,TAN,Spayed,PUPPY,5/24/2023,K23-045536,DA29,A419327,7/27/2023,8/25/2023,29,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.263265, -122.641035)",1,11139
GOOSE,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Neutered,KITTN,6/19/2023,K23-045389,LOBBY,A419012,7/13/2023,8/25/2023,43,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1,26075
*KEN,DOG,BELG MALINOIS/MIX,BELG MALINOIS,TAN/BLACK,TAN,Neutered,PUPPY,5/8/2023,K23-045406,DA32,A419063,7/14/2023,8/25/2023,42,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95401,"95401(38.44366, -122.7246163)",1,26075
*MEATLOAF,DOG,BOXER/MIX,BOXER,BR BRINDLE/WHITE,BR BRINDLE,Neutered,PUPPY,5/14/2023,K23-046116,DA04,A420439,9/14/2023,10/12/2023,28,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95441,"95441(38.70854, -122.90737)",1,23750
*LEILA,DOG,BOXER,BOXER,TAN/WHITE,TAN,Spayed,PUPPY,5/24/2023,K23-045539,DA36,A419330,7/27/2023,8/26/2023,30,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
LUNA,DOG,SIBERIAN HUSKY,SIBERIAN HUSKY,WHITE/GRAY,WHITE,Spayed,MED,12/13/2015,K23-043943,DA10,A337210,2/28/2023,8/26/2023,179,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,OTH_MEDIA,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94901,"94901(37.9702346, -122.5260879)",1,1510
*BISCUIT,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Neutered,KITTN,1/10/2023,K23-045330,CA02,A418918,7/10/2023,8/26/2023,47,STRAY,FIELD,ADOPTION,OTH_MEDIA,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95472,"95472(38.4007555, -122.8277055)",1,31039
*GERRY,DOG,GERM SHEPHERD,GERM SHEPHERD,BLACK/WHITE,BLACK,Spayed,PUPPY,10/27/2022,K23-045543,DA20,A419334,7/27/2023,8/26/2023,30,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
*MAGGIE,DOG,BOXER/MIX,BOXER,TAN/WHITE,TAN,Spayed,PUPPY,5/24/2023,K23-045538,DA36,A419329,7/27/2023,8/29/2023,33,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,,94590,"94590(38.10996, -122.25301)",1,1180
*CHEETO,DOG,DACHSHUND/POODLE MIN,DACHSHUND,TAN,TAN,Neutered,PUPPY,5/14/2023,K23-045365,CS04,A418979,7/12/2023,8/29/2023,48,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*PEBBLES,CAT,DOMESTIC SH,DOMESTIC SH,CALICO,CALICO,Spayed,KITTN,5/17/2023,K23-045143,CA02,A418592,6/24/2023,8/29/2023,66,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*PESTO,DOG,DACHSHUND/MIX,DACHSHUND,TAN,TAN,Neutered,SMALL,9/25/2022,K23-045895,DA03,A420111,9/1/2023,10/13/2023,42,STRAY,FLD_STRAY,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.4007555, -122.8277055)",1,31039
*CASSIUS,DOG,BOXER/MIX,BOXER,TAN/WHITE,TAN,Neutered,PUPPY,5/24/2023,K23-045541,DA29,A419332,7/27/2023,8/29/2023,33,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*LUCIN,DOG,BOXER/MIX,BOXER,TAN/WHITE,TAN,Spayed,PUPPY,5/24/2023,K23-045817,DA29,A419327,8/26/2023,8/29/2023,3,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,*PETALUMA,,94590,"94590(38.10996, -122.25301)",1,1180
ANNIE,DOG,ALASKAN HUSKY,ALASKAN HUSKY,WHITE/GRAY,WHITE,Spayed,PUPPY,5/1/2022,K22-042128,DA14,A412699,8/2/2022,9/21/2022,50,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
OREO,CAT,DOMESTIC SH/MIX,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Spayed,KITTN,6/15/2023,K23-045987,CA02,A420266,9/12/2023,10/13/2023,31,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1,26076
*EMMA,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Spayed,KITTN,8/1/2022,K22-042704,LOBBY,A413510,10/1/2022,12/13/2022,73,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1,26075
*BRISKET,DOG,WELSH CORGI PEM/CAVALIER SPAN,WELSH CORGI PEM,BLACK/WHITE,BLACK,Neutered,MED,8/22/2021,K23-045786,DA36,A419843,8/22/2023,10/13/2023,52,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
*ERIN,CAT,DOMESTIC LH,DOMESTIC LH,GRAY TABBY,GRAY TABBY,Spayed,KITTN,8/22/2022,K22-042618,LOBBY,A413397,9/27/2022,12/13/2022,77,STRAY,PHONE,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1,26075
*WARF,CAT,SIAMESE/MIX,SIAMESE,LYNX PT,LYNX PT,Neutered,KITTN,8/20/2023,K23-046802,LOBBY,A422125,11/14/2023,12/5/2023,21,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)",1,26079
MILKY,CAT,DOMESTIC SH/MIX,DOMESTIC SH,BRN TABBY,BRN TABBY,Spayed,KITTN,6/15/2023,K23-045986,CA02,A420265,9/12/2023,10/14/2023,32,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1,26076
*GINGER,CAT,DOMESTIC SH,DOMESTIC SH,ORG TABBY,ORG TABBY,Spayed,KITTN,4/2/2023,K23-045915,CA02,A420147,9/2/2023,10/14/2023,42,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.34933, -122.69228)",1,1829
*GEO,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,SMALL,2/12/2023,K23-045702,CA02,A419607,8/12/2023,8/30/2023,18,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*POPEYE,CAT,DOMESTIC LH,DOMESTIC LH,ORG TABBY/WHITE,ORG TABBY,Neutered,SMALL,7/26/2020,K23-045378,CA02,A418994,7/12/2023,8/30/2023,49,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-F,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.4007555, -122.8277055)",1,31039
*ALEXANDER,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Neutered,KITTN,6/25/2023,K23-045160,LOBBY,A418624,6/27/2023,8/30/2023,64,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*MOBY,DOG,GREAT PYRENEES,GREAT PYRENEES,WHITE,WHITE,Neutered,MED,2/17/2022,K23-046393,DA04,A418990,10/10/2023,10/14/2023,4,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,MOB EVENT,UNKNOWN,PENDING,COUNTY,OUT OF COUNTY,94602,"94602(37.79743, -122.211935)",1,1480
*HILDA,DOG,LABRADOR RETR,LABRADOR RETR,CHOCOLATE/WHITE,CHOCOLATE,Spayed,MED,9/1/2019,K23-045885,DA03,A420097,9/1/2023,10/14/2023,43,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95436,"95436(38.47872, -122.890155)",1,23747
*SANDY,DOG,PIT BULL,PIT BULL,BLACK/WHITE,BLACK,Spayed,MED,8/14/2020,K23-045331,DA18,A418919,7/10/2023,8/31/2023,52,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.4007555, -122.8277055)",1,31039
*TOM,CAT,DOMESTIC SH,DOMESTIC SH,GRAY TABBY,GRAY TABBY,Neutered,KITTN,6/26/2023,K23-045521,LOBBY,A419309,7/26/2023,8/31/2023,36,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*MAMBA,DOG,PIT BULL/MIX,PIT BULL,BR BRINDLE/WHITE,BR BRINDLE,Spayed,MED,9/20/2022,K23-046158,DA11,A420539,9/20/2023,12/6/2023,77,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*JERRY,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,KITTN,6/26/2023,K23-045523,LOBBY,A419311,7/26/2023,8/31/2023,36,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
CHEWY,CAT,DOMESTIC SH/MIX,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Neutered,KITTN,8/20/2023,K23-046806,LOBBY,A422131,11/14/2023,12/6/2023,22,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*TAMMY,CAT,DOMESTIC SH,DOMESTIC SH,ORG TABBY,ORG TABBY,Spayed,SMALL,9/7/2021,K23-046636,CA02,A420226,11/1/2023,12/6/2023,35,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1,26076
LUCY,DOG,CHIHUAHUA SH/MIX,CHIHUAHUA SH,BLACK/BROWN,BLACK,Spayed,SMALL,8/4/2020,K23-045635,DA31,A419489,8/4/2023,9/1/2023,28,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95441,"95441(38.70854, -122.90737)",1,23750
*PIPPY,DOG,TIBETAN TERR/MIX,TIBETAN TERR,TAN/WHITE,TAN,Spayed,SMALL,8/30/2018,K23-045515,DA32,A419303,7/26/2023,9/1/2023,37,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*SHADOW,DOG,LABRADOR RETR/POODLE MIN,LABRADOR RETR,BLACK/WHITE,BLACK,Spayed,LARGE,8/18/2022,K23-045438,DA43,A419122,7/18/2023,9/1/2023,45,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95425,"95425(38.79895, -123.01762)",1,23501
